movie_id,imdb_id,title,country,director,genre,festival
809,tt2638556,o gigante,Spain,Luis Da Matta Almeida,animation fiction,clermontferrand
81,tt2388621,1982,United States,Tommy Oliver,other fiction,tiff
811,tt3121050,october november,Austria,Gtz Spielmann,other fiction,tiff
812,tt4242852,octopussy love affair,France,Momoko Seto,other fiction,clermontferrand
813,tt2388715,oculus,United States,Mike Flanagan,other fiction,tiff
814,tt2736074,of good report,South Africa,Jahmil Xt Qubeka,other fiction,tiff
815,tt7418682,oh sheep,Germany,Gottfried Mentor,animation fiction,clermontferrand
816,tt2372335,oh willy,France,Swaef Emma De,animation fiction,clermontferrand
817,tt2646256,olga to my friends,Finland,Paul Anders Simma,other documentary,idfa
818,tt2852406,omar,Palestinian Territories,Hany Abuassad,other fiction,cannes
82,tt2660424,2011 12 30,Sweden,Leontine Arvidsson,other fiction,berlinale
820,tt2289538,on my way,France,Emmanuelle Bercot,other fiction,berlinale
821,tt1663660,on the ice,United States,Andrew Okpeaha Maclean,other fiction,berlinale
822,tt0047296,on the waterfront,United States,Elia Kazan,other fiction,berlinale
823,tt2318598,on this island,United Kingdom,Matthew Knott,other fiction,clermontferrand
824,tt2729070,once every day,United States,Richard Foreman,other fiction,berlinale
825,tt3399438,once upon a tree,Netherlands,Marleen Van Der Werf,other documentary,idfa
826,tt1196956,one chance,United Kingdom,David Frankel,other fiction,tiff
827,tt0230591,one day in september,United Kingdom,Kevin Macdonald,other documentary,idfa
828,tt3314488,one minute of conductors,Spain,Elena Goatelli,other documentary,idfa
829,tt2426178,one moment please,Netherlands,Maarten Koopman,animation fiction,clermontferrand
83,tt2741118,24 hitchhikers,United States,Paul Detwiler,other documentary,frameline
830,tt2717146,one zero onethe story of cybersissy baybjane,Germany,Tim Lienhard,other documentary,frameline
831,tt1602613,only god forgives,Denmark,Nicolas Winding Refn,other fiction,cannes
832,tt2587228,open letter,United States,Theo Schear,other fiction,frameline
833,tt2503252,orange,Japan,Masaya Matsui,other fiction,clermontferrand
835,tt3069992,our curse,Poland,Tomasz Sliwinski,other documentary,idfa
836,tt2942512,our sunhi,South Korea,Hong Sangsoo,other fiction,tiff
837,tt2950206,out,Canada,Jeremy Lalonde,other fiction,tiff
838,tt3646026,out here a queer farmer film project,United States,Jonah Mossberg,other documentary,frameline
84,tt2894654,374 s,France,Adriano Valerio,other fiction,cannes
840,tt2647472,out in east berlin lesbians and gays in the gdr,Germany,Jochen Hick,other documentary,berlinale
841,tt2318625,out in the dark,Israel,Michael Mayer,other fiction,frameline
844,tt0039689,out of the past,United States,Jacques Tourneur,other fiction,berlinale
846,tt3121066,palestine stereo,Palestinian Territories,Rashid Masharawi,other fiction,tiff
847,tt2479800,palo alto,United States,Gia Coppola,other fiction,tiff
848,tt2829722,pandas,Czechia,Matus Vizar,animation fiction,cannes
849,tt1992193,pandoras promise,United States,Robert Stone,other documentary,idfa
850,tt0984090,paper cannot wrap up embers,Cambodia,Rithy Panh,other documentary,idfa
851,tt2650446,parade,France,Olivier Meyrou,other documentary,berlinale
852,tt2866676,paradise,Mexico,Mariana Chenillo,other fiction,tiff
853,tt2950246,paradise falls,Canada,Fantavious Fritz,other fiction,tiff
854,tt2939496,paradiso,Canada,Devan Scott,other fiction,tiff
855,tt4144510,pareidolia,Netherlands,Saskia Olde Wolbers,other documentary,idfa
856,tt2345112,parkland,United States,Peter Landesman,other fiction,tiff
857,tt2854564,patio,Brazil,Alysson Muritiba,other documentary,idfa
859,tt2783114,payback,Australia,Warwick Thornton,other fiction,berlinale
86,tt2374719,43000 feet,New Zealand,Campbell Hooper,other fiction,clermontferrand
861,tt2458390,penny dreadful,United States,Shane Atkinson,other fiction,clermontferrand
862,tt3091242,people in places,Spain,Juan Cavestany,other fiction,tiff
863,tt3121078,peppers ghost,Canada,Stephen Broomer,other fiction,tiff
864,tt2557556,perfect drug,Belgium,Toon Aerts,experimental fiction,clermontferrand
865,tt2670510,performing girl,United States,Crescent Diamond,other documentary,frameline
866,tt2761580,pet bird,Brazil,Ricardo De Podest,other fiction,berlinale
867,tt0025647,peter,Hungary,Hermann Kosterlitz,other fiction,berlinale
868,tt2431286,philomena,United Kingdom,Stephen Frears,other fiction,tiff
87,tt2768502,45 degrees,Greece,Georgis Grigorakis,other fiction,clermontferrand
871,tt2564010,pin up,France,Franois Gallou,other fiction,clermontferrand
872,tt2369205,pioneer,Norway,Erik Skjoldbjaerg,other fiction,tiff
873,tt2787042,pipe dreams,Lebanon,Ali Cherri,other fiction,berlinale
874,tt3042474,pipeline,Russia,Vitaly Mansky,other documentary,idfa
875,tt2397531,pit stop,United States,Yen Tan,other fiction,frameline
876,tt1635656,pixels,France,Patrick Jean,animation fiction,clermontferrand
877,tt1555206,plank,Netherlands,Billy Pols,other documentary,idfa
879,tt2796824,plug play,Switzerland,Michael Frei,animation fiction,clermontferrand
88,tt3118544,457 broadway,United States,Tomonari Nishikawa,other fiction,tiff
880,tt3121082,pop takes,United States,Luther Price,other fiction,tiff
882,tt2583208,portrait as a random act of violence,Canada,Randall Okita,other fiction,tiff
883,tt0062144,portrait of jason,United States,Shirley Clarke,experimental fiction,berlinale
884,tt2261979,predator,Australia,Jilli Rose,animation fiction,clermontferrand
885,tt2461346,primate cinema apes as family,United States,Rachel Mayeri,other fiction,berlinale
886,tt2195548,prince avalanche,United States,David Gordon Green,other fiction,berlinale
887,tt0938780,printed rainbow,India,Gitanjali Rao,animation fiction,clermontferrand
888,tt1392214,prisoners,United States,Denis Villeneuve,other fiction,tiff
889,tt2091473,promised land,United States,Gus Van Sant,other fiction,berlinale
89,tt3473032,69 love sex senior,Netherlands,Menna Laura Meijer,other documentary,idfa
890,tt2191888,proxy,United States,Zack Parker,other fiction,tiff
891,tt2751334,pussy versus putin,Russia,Taisiya Krugovykh,other documentary,idfa
892,tt3488218,putins games,Germany,Alexander Gentelev,other documentary,idfa
893,tt2334779,qissa the ghost is a lonely traveller,Germany,Anup Singh,other fiction,tiff
894,tt2609222,quai dorsay,France,Bertrand Tavernier,other documentary,tiff
895,tt0110963,queen margot,France,Patrice Chreau,other fiction,cannes
896,tt2290609,queen of the desert,Australia,Alex Kelly,other fiction,frameline
898,tt2914838,r100,Japan,Hitoshi Matsumoto,other fiction,tiff
899,tt3121096,rags and tatters,Egypt,Ahmad Abdalla,other fiction,tiff
9,tt2821088,bastards,France,Claire Denis,other fiction,cannes
90,tt2366402,6th march,China,Chun Wong,other fiction,clermontferrand
902,tt2280964,real,Japan,Kiyoshi Kurosawa,other fiction,tiff
9021fnosuv,tt1926992,be omid e didar,Iran,Mohammad Rasoulof,other fiction,cannes
903,tt2302785,rebel,United States,Maria Agui Carter,other documentary,frameline
904,tt2885624,recollections,Japan,Nathanael Carton,other documentary,idfa
9042fnosuv,tt1450320,dias de gracia days of grace,Mexico,Everardo Gout,other fiction,cannes
9046fnosuv,tt1298650,pirates of the caribbean on stranger tides,United States,Rob Marshall,other fiction,cannes
9051fnosuv,tt1667905,in film nist this is not a film,Iran,Mojtaba Mirtahmasb,other documentary,cannes
9052fnosuv,tt2023559,la khaoufa baada alyaoum no more fear,Tunisia,Mourad Ben Cheikh,other documentary,cannes
9056fnosuv,tt1939753,the big fix,United States,Josh Tickell,other documentary,cannes
9058fnosuv,tt1930271,a viagem the trip,United States,Simao Cayatte,other fiction,cannes
906,tt2419284,red obsession,Australia,Warwick Ross,other documentary,berlinale
9065fnosuv,tt2002649,der wechselbalg changeling,Germany,Maria Steinmetz,animation fiction,cannes
907,tt2396870,red princesses,Costa Rica,Laura Astorga Carrera,other fiction,berlinale
9075fnosuv,tt1904845,bear,Australia,Nash Edgerton,other fiction,cannes
9076fnosuv,tt1912361,ce nest rien it is nothing,Canada,Nicolas Roy,other fiction,cannes
9077fnosuv,tt1942051,cross cross country,France,Maryna Vroda,other fiction,cannes
9079fnosuv,tt1911586,kjottsar cold,Norway,Lisa Marie Gamlem,other fiction,cannes
908,tt2323854,redemption impossible,Germany,Christian Rost,other documentary,berlinale
9081fnosuv,tt1906447,paternal womb,Japan,Megumi Tazaki,other fiction,cannes
9082fnosuv,tt1885381,soy tan feliz,Argentina,Vladimir Duran,other fiction,cannes
909,tt2950326,relax im from the future,Canada,Luke Higginson,other fiction,tiff
91,tt2651598,a ballet dialogue,Brazil,Filipe Matzembacher,other fiction,frameline
910,tt2661386,remains quiet,Germany,Stefan Kriekhaus,other fiction,berlinale
911,tt2733000,remanence i lost lost lost lost,Canada,Joshua Bonnetta,other fiction,berlinale
912,tt3012998,remember me,Canada,Jeanfrancois Asselin,other fiction,tiff
9125fnosuv,tt1980033,ai to makoto for loves sake,Japan,Takashi Miike,other fiction,cannes
9126fnosuv,tt1852770,dario argento dracula dario argentos dracula,Italy,Dario Argento,other fiction,cannes
9127fnosuv,tt0423455,hemingway gellhorn,United States,Philip Kaufman,other fiction,cannes
9128fnosuv,tt1801061,io e te,Italy,Bertolucci,other fiction,cannes
9131fnosuv,tt2103217,maniac,France,Franck Khalfoun,other fiction,cannes
9132fnosuv,tt1673697,the sapphires,Australia,Wayne Blair,other fiction,cannes
9133fnosuv,tt1654829,therese desqueyroux,France,Claude Miller,other fiction,cannes
9134fnosuv,tt2399493,music according to tom jobim,Brazil,Nelson Pereira Dos Santos,other documentary,idfa
9135fnosuv,tt2399523,journal de france,France,Raymond Depardon,other documentary,cannes
9136fnosuv,tt2399531,le serment de tobrouk the oath of tobruk,France,Bernardhenri Levy,other documentary,cannes
9137fnosuv,tt2399533,les invisibles,France,Sebastien Lifshitz,other documentary,cannes
9138fnosuv,tt1844735,mekong hotel,Thailand,Apichatpong Weerasethakul,other fiction,cannes
914,tt0462504,rescue dawn,United States,Werner Herzog,other documentary,idfa
9140fnosuv,tt2079571,roman polanski a film memoir,United Kingdom,Laurent Bouzereau,other documentary,cannes
9141fnosuv,tt2380247,the central park five,United States,Ken Burns,other documentary,cannes
9143fnosuv,tt2258713,villegas,Argentina,Gonzalo Tobal,other fiction,cannes
9145fnosuv,tt2884198,derriere moi les oliviers behind me olive trees,Lebanon,Pascale Abou Jamra,other fiction,cannes
915,tt3199456,return to homs,Syria,Talal Derki,other documentary,idfa
916,tt2936362,rve kakudji,Belgium,Koen Vidal,other documentary,idfa
9160fnosuv,tt2368677,chef de meute,Canada,Robichaud,other fiction,cannes
9161fnosuv,tt2139753,cockaigne,Belgium,Emilie Verhamme,other fiction,cannes
9162fnosuv,tt2368829,falastein sandouk al intezar lil burtuqal waiting for po box,Syria,Bassam Chekhes,other fiction,cannes
9164fnosuv,tt2327415,mi santa mirada my holy gaze,Puerto Rico,Alvaro Apontecenteno,other fiction,cannes
9165fnosuv,tt2369143,night shift,New Zealand,Zia Mandviwalla,other fiction,cannes
917,tt2656122,rhino full throttle,Germany,Erik Schmitt,animation fiction,berlinale
918,tt2385195,rhymes for young ghouls,Canada,Jeff Barnaby,other fiction,tiff
9187fnosuv,tt3003800,amour fou,Austria,Jessica Hausner,other fiction,cannes
9188fnosuv,tt2368635,bird people,France,Pascale Ferran,other fiction,cannes
919,tt0143833,richard cardinal cry from a diary of a mtis child,Canada,Alanis Obomsawin,other fiction,berlinale
9190fnosuv,tt3661798,doheeya a girl at my door,South Korea,July Jung,other fiction,cannes
9195fnosuv,tt2514338,jauja,Argentina,Lisandro Alonso,other fiction,cannes
92,tt2234543,a castle in italy,France,Valeria Bruni Tedeschi,other fiction,cannes
920,tt2401223,richard pryor omit the logic,United States,Marina Zenovich,other documentary,idfa
9206fnosuv,tt3186946,xenia,Greece,Panos H Koutras,other fiction,cannes
9208fnosuv,tt3125472,gui lai coming home,China,Zhang Yimou,other fiction,cannes
9209fnosuv,tt1646971,how to train your dragon 2,United States,Dean Deblois,animation fiction,cannes
921,tt2771800,rigor mortis,China,Juno Mak,other fiction,tiff
9210fnosuv,tt2929890,lhomme quon aimait trop in the name of my daughter,France,Andre Techine,other fiction,cannes
9211fnosuv,tt0058461,per un pugno di dollari a fistful of dollars,Italy,Sergio Leone,other fiction,cannes
9212fnosuv,tt3634940,pyo jeok the target,South Korea,Hongseung Yoon,other fiction,cannes
9213fnosuv,tt2345737,the rover,Australia,David Michod,other fiction,cannes
9214fnosuv,tt2720680,the salvation,Denmark,Kristian Levring,other fiction,cannes
9215fnosuv,tt3672028,caricaturistes fantassins de la democratie cartoonists foot soldiers of democracy,France,Stephanie Valloatto,other documentary,cannes
9226fnosuv,tt3641008,home sweet home,France,Pierre Clenet,animation fiction,cannes
923,tt2324418,riot ghoul,United States,Gentry Mcshane,other fiction,frameline
9232fnosuv,tt3672582,oh lucy,Japan,Atsuko Hirayanagi,other fiction,cannes
9238fnosuv,tt3672748,the aftermath of the inauguration of the public toilet at kilometer 375,Egypt,Omar El Zohairy,other fiction,cannes
924,tt2140343,rising hope,Germany,Milen Vitanov,animation fiction,berlinale
9244fnosuv,tt3672586,happoen,Japan,Masahiko Sato,other fiction,cannes
9247fnosuv,tt3644744,foreign bodies,Belgium,Laura Wandel,other fiction,cannes
9248fnosuv,tt3672610,sonuncu the last one,Azerbaijan,Sergey Pikalov,other fiction,cannes
9249fnosuv,tt3672566,the administration of glory,China,Ran Huang,other fiction,cannes
925,tt2164718,rock the casbah,Israel,Yariv Horowitz,other fiction,berlinale
9250fnosuv,tt3606466,ukhilavi sivrtseebi invisible spaces,United States,Dea Kulumbegashvili,other fiction,cannes
9257fnosuv,tt2884018,macbeth,United Kingdom,Justin Kurzel,other fiction,cannes
926,tt2524568,rock the casbah,France,Laila Marrakchi,other fiction,tiff
927,tt2944552,roland,Canada,Trevor Cornish,other fiction,tiff
928,tt2586242,roland klick the heart is a hungry hunter,Germany,Sandra Prechtel,other documentary,berlinale
9282fnosuv,tt4636022,muroehan the shameless,South Korea,Oh Seunguk,other fiction,cannes
929,tt0038890,rome open city,Italy,Roberto Rossellini,other fiction,tiff
9295fnosuv,tt1392190,mad max fury road mad max fury road,Australia,George Miller,other fiction,cannes
9296fnosuv,tt4682562,o piseu office,South Korea,Hong Wonchan,other fiction,cannes
93,tt2718742,a city within a city,Germany,Cylixe,other documentary,berlinale
930,tt2155373,romeo romeo,United States,Lizzie Gottlieb,other documentary,frameline
9301fnosuv,tt4614560,hayored lemaala afterthought,Israel,Elad Keidan,other fiction,cannes
9307fnosuv,tt4183722,ainahan ne palaa to return until,Finland,Salla Sorri,other fiction,cannes
931,tt2653260,roots,Japan,Kaoru Ikeya,other documentary,berlinale
932,tt2287995,rose violet,Canada,Claude Grosch,animation fiction,clermontferrand
933,tt2721372,rotation,Germany,Ginan Seidl,other fiction,berlinale
9330fnosuv,tt4047124,the guests,Australia,Shane Danielsen,other fiction,cannes
9331fnosuv,tt4516050,waves 98,Lebanon,Ely Dagher,animation fiction,cannes
9333fnosuv,tt0059792,terrore nello spazio,Italy,Mario Bava,other fiction,cannes
9334fnosuv,tt0059803,tiempo de morir,Mexico,Arturo Ripstein,other fiction,cannes
9335fnosuv,tt0037871,die letzte chance,Switzerland,Leopold Lindtberg,other fiction,cannes
9336fnosuv,tt0049150,dolina miru,Slovenia,France Stiglic,other fiction,cannes
9337fnosuv,tt0122111,ikarie xb 1,Czechia,Jindrich Polak,other fiction,cannes
9338fnosuv,tt0375865,jago hua savera,Pakistan,Aaejay Kardar,other fiction,cannes
9339fnosuv,tt0063291,memorias del subdesarrollo,Cuba,Tomas Gutierrez Alea,other fiction,cannes
934,tt3009468,rough cut,United Kingdom,Jamie Shovlin,other documentary,tiff
9341fnosuv,tt6279650,szerelem,Hungary,Karoly Makk,other fiction,cannes
9343fnosuv,tt0092337,dekalog v,Poland,Krzysztof Kieslowski,other fiction,cannes
9345fnosuv,tt0142666,momotaro umi no shinpei,Japan,Mitsuyo Seo,animation fiction,cannes
9346fnosuv,tt0055257,oneeyed jacks,United States,Marlon Brando,other fiction,cannes
9347fnosuv,tt0069293,solyaris,Russia,Andrei Tarkovski,other fiction,cannes
9348fnosuv,tt0046478,ugetsu monogatari,Japan,Kenji Mizoguchi,other fiction,cannes
9349fnosuv,tt0057013,dragees au poivre,France,Jacques Baratier,other fiction,cannes
935,tt0177302,rowing across the atlantic,France,Jeanfranois Laguionie,animation fiction,clermontferrand
9350fnosuv,tt0098575,valmont,France,Milos Forman,other fiction,cannes
9351fnosuv,tt0028966,gueule damour,France,Jean Gremillon,other fiction,cannes
9352fnosuv,tt0060675,masculin feminin,France,Jeanluc Godard,other fiction,cannes
9353fnosuv,tt0104507,indochine,France,Regis Wargnier,other fiction,cannes
9354fnosuv,tt0088383,adieu bonaparte,France,Youssef Chahine,other fiction,cannes
9355fnosuv,tt0055304,pit and the pendulum,United States,Roger Corman,other fiction,cannes
9356fnosuv,tt0041800,rendezvous de juillet,France,Jacques Becker,other fiction,cannes
9358fnosuv,tt5688424,the family whistle,Italy,Michele Russo,other documentary,cannes
936,tt2720802,rp31,United States,Lucy Raven,other fiction,berlinale
9360fnosuv,tt3511510,midnight return the story of billy hayes and turkey,United States,Sally Sussman,other documentary,cannes
9361fnosuv,tt5721752,gentleman rissient,France,Benoit Jacquot,other documentary,cannes
9367fnosuv,tt0085520,faits divers,France,Raymond Depardon,other documentary,cannes
9368fnosuv,tt0065853,hospital,United States,Frederick Wiseman,other documentary,cannes
9369fnosuv,tt0062271,signore signori,Italy,Pietro Germi,other fiction,cannes
937,tt1979320,rush,United Kingdom,Ron Howard,other fiction,tiff
938,tt0368954,s21 the khmer rouge killing machine,Cambodia,Rithy Panh,other documentary,idfa
9389fnosuv,tt1974419,the neon demon,United States,Nicolas Winding Refn,other fiction,cannes
939,tt2894644,safe,South Korea,Byounggon Moon,other fiction,cannes
940,tt0014429,safety last,United States,Fred C Newmeyer,other fiction,cannes
9407fnosuv,tt5695764,varoonegi,Iran,Behnam Behzadi,other fiction,cannes
941,tt1596753,salinger,United States,Shane Salerno,other documentary,idfa
9418fnosuv,tt5078274,chouf,France,Karim Dridi,other fiction,cannes
9419fnosuv,tt5701856,exil,France,Rithy Panh,other fiction,cannes
942,tt2551624,salma,United Kingdom,Kim Longinotto,other documentary,berlinale
9420fnosuv,tt5154092,hissein habre une tragedie tchadienne,France,Mahamatsaleh Haroun,other documentary,cannes
9421fnosuv,tt5721728,lultima spiaggia,Italy,Davide Del Degan,other documentary,cannes
9422fnosuv,tt4976628,la foret de quinconces,France,Gregoire Leprince Ringuet,other fiction,cannes
9423fnosuv,tt5129510,la mort de louis xiv,France,Albert Serra,other fiction,cannes
9424fnosuv,tt5123944,le cancre,France,Paul Vecchiali,other fiction,cannes
9425fnosuv,tt5735804,peshmerga,France,Bernardhenri Levy,other documentary,cannes
9426fnosuv,tt4466384,wrong elements,France,Jonathan Littell,other documentary,cannes
9427fnosuv,tt5719356,1 kilogram,South Korea,Park Youngju,other fiction,cannes
9428fnosuv,tt5719016,a nyalintas nesze,Hungary,Nadja Andrasev,animation fiction,cannes
943,tt3016266,salvation army,France,Abdellah Taia,other fiction,tiff
9430fnosuv,tt5613394,anna,Israel,Or Sinai,other fiction,cannes
9432fnosuv,tt5719440,bei wind und wetter,Switzerland,Remo Scherrer,animation fiction,cannes
9437fnosuv,tt5636934,in the hills,United Kingdom,Hamid Ahmadi,other fiction,cannes
9438fnosuv,tt5719198,la culpa probablemente,Venezuela,Michael Labarca,other fiction,cannes
944,tt2399926,sams formalwear,Canada,Yael Staav,other fiction,tiff
9440fnosuv,tt5153746,las razones del mundo,Mexico,Ernesto Martinez Bucio,other fiction,cannes
9441fnosuv,tt5431300,poubelle,Belgium,Alexandre Gilmet,other fiction,cannes
9445fnosuv,tt5717670,415 pm sfarsitul lumii,Romania,Catalin Rotaru,other fiction,cannes
9446fnosuv,tt5645950,a moca que dancou com o diabo,Brazil,Joao Paulo Miranda Maria,other fiction,cannes
9447fnosuv,tt5636324,apres suzanne,France,Felix Moati,other fiction,cannes
9448fnosuv,tt5466820,dreamlands,United Kingdom,Sara Dunlop,other fiction,cannes
9449fnosuv,tt4851724,fight on a swedish beach,Sweden,Simon Vahlne,other fiction,cannes
945,tt1340123,samson delilah,Australia,Warwick Thornton,other fiction,berlinale
9450fnosuv,tt5717710,il silenzio,Italy,Farnoosh Samadi,other fiction,cannes
9451fnosuv,tt5717636,imago,Philippines,Raymund Ribay Gutierrez,other fiction,cannes
9452fnosuv,tt5717628,la laine sur le dos,Tunisia,Lotfi Achour,other fiction,cannes
9453fnosuv,tt5717648,madre,Sweden,Simon Mesa Soto,other fiction,cannes
9454fnosuv,tt5699202,timecode,Spain,Juanjo Gimenez,other fiction,cannes
9455fnosuv,tt0087957,purple rain,United States,Albert Magnoli,other fiction,cannes
9456fnosuv,tt0060908,le roi de coeur,France,Philippe De Broca,other fiction,cannes
9457fnosuv,tt0079002,coup de tete,France,Jeanjacques Annaud,other fiction,cannes
9458fnosuv,tt0060371,the endless summer,United States,Bruce Brown,other documentary,cannes
9459fnosuv,tt0032553,the great dictator,United States,Charles Chaplin,other fiction,cannes
946,tt2629112,sanctity,France,Ahd,other fiction,berlinale
9460fnosuv,tt0076740,sorcerer,United States,William Friedkin,other fiction,cannes
9461fnosuv,tt0056512,il sorpasso,Italy,Dino Risi,other fiction,cannes
9462fnosuv,tt0048261,kiss me deadly,United States,Robert Aldrich,other fiction,cannes
9463fnosuv,tt0075793,ceravamo tanto amati,Italy,Ettore Scola,other fiction,cannes
947,tt1697993,santra and the talking trees,Finland,Miia Tervo,other documentary,idfa
9470fnosuv,tt5842890,jupiters moon,Hungary,Kornel Mundruczo,other fiction,cannes
9475fnosuv,tt3967856,okja,South Korea,Bong Joon Ho,other fiction,cannes
948,tt2234397,satellite boy,Australia,Catriona Mckenzie,other fiction,berlinale
9483fnosuv,tt6776572,aala kaf ifrit,Tunisia,Kaouther Ben Hania,other fiction,cannes
9489fnosuv,tt6444838,latelier,France,Laurent Cantet,other fiction,cannes
949,tt2764060,saving grace te whakarauora tangata,New Zealand,Merata Mita,other fiction,berlinale
9493fnosuv,tt6776462,lerd,Iran,Mohammad Rasoulof,other fiction,cannes
95,tt2073512,a difference,United States,Zion Johnson,other documentary,frameline
950,tt1203530,saving mom and dad,France,Kartik Singh,other fiction,clermontferrand
9504fnosuv,tt6212516,carne y arena virtually present physically invisible,United States,Alejandro G Inarritu,other fiction,cannes
9506fnosuv,tt3859310,how to talk to girls at parties,United Kingdom,John Cameron Mitchell,other fiction,cannes
951,tt2638968,seaquake,Brazil,Daniel Aratangy,other fiction,frameline
9510fnosuv,tt8697888,a perdre haleine,France,Lea Krawczyk,animation fiction,cannes
9511fnosuv,tt10012542,afternoon clouds,India,Payal Kapadia,other fiction,cannes
9514fnosuv,tt7176076,camouflage,Belgium,Imge Ozbilge,animation fiction,cannes
952,tt2937008,seasick,Canada,Eva Cvijanovic,animation fiction,tiff
9520fnosuv,tt7197034,paul est la,Belgium,Valentina Maurel,other fiction,cannes
9538fnosuv,tt6832776,carre 35,France,Eric Caravaca,other documentary,cannes
954,tt2402179,seduced and abandoned,United States,James Toback,other documentary,cannes
955,tt2994634,sepideh reaching for the stars,Denmark,Berit Madsen,other documentary,idfa
9551fnosuv,tt0185125,todo sobre mi madre,Spain,Pedro Almodovar,other fiction,cannes
9552fnosuv,tt0074256,bugsy malone,United Kingdom,Alan Parker,other fiction,cannes
9553fnosuv,tt0076666,saturday night fever,United States,John Badham,other fiction,cannes
9555fnosuv,tt0084335,missing,United States,Costa Gavras,other fiction,cannes
9556fnosuv,tt0082158,chariots of fire,United Kingdom,Hugh Hudson,other fiction,cannes
9558fnosuv,tt0058740,weekend a zuydcoote,France,Henri Verneuil,other fiction,cannes
956,tt2637994,september,Germany,Penny Panayotopoulou,other fiction,tiff
9560fnosuv,tt0038334,la bataille du rail,France,Rene Clement,other fiction,cannes
9561fnosuv,tt0046268,le salaire de la peur,France,Henrigeorges Clouzot,other fiction,cannes
9562fnosuv,tt0048275,korhinta,Hungary,Zoltan Fabri,other fiction,cannes
9563fnosuv,tt0251742,ila ayn,Lebanon,Georges Nasser,other fiction,cannes
9564fnosuv,tt0062277,skupljaci perja,Serbia,Aleksandar Petrovic,other fiction,cannes
9565fnosuv,tt0060176,blowup,United Kingdom,Michelangelo Antonioni,other fiction,cannes
9566fnosuv,tt0141591,matzor,Israel,Gilberto Tofano,other fiction,cannes
9567fnosuv,tt0062285,soleil o,Mauritania,Med Hondo,other fiction,cannes
9568fnosuv,tt0191804,babatu les trois conseils,Niger,Jean Rouch,other fiction,cannes
9569fnosuv,tt0074102,ai no korida,France,Nagisa Oshima,other fiction,cannes
957,tt2620238,seraph,United States,Dash Shaw,animation fiction,frameline
9570fnosuv,tt0078754,all that jazz,United States,Bob Fosse,other fiction,cannes
9571fnosuv,tt0082222,czlowiek z zelaza,Poland,Andrzej Wajda,other fiction,cannes
9575fnosuv,tt0046022,madame de,France,Max Ophuls,other fiction,cannes
9576fnosuv,tt0024844,latalante,France,Jean Vigo,other fiction,cannes
9577fnosuv,tt0042781,native son,Argentina,Pierre Chenal,other fiction,cannes
9578fnosuv,tt0058448,paparazzi,France,Jacques Rozier,other fiction,cannes
9579fnosuv,tt0061395,belle de jour,France,Luis Bunuel,other fiction,cannes
958,tt2091963,seventhgay adventists,United States,Daneen Akers,other documentary,frameline
9580fnosuv,tt0105265,a river runs through it,United States,Robert Redford,other fiction,cannes
9581fnosuv,tt0064609,lucia,Cuba,Humberto Solas,other fiction,cannes
959,tt3196598,sex my british job,United Kingdom,Nick Broomfield,other documentary,idfa
96,tt2375574,a field in england,United Kingdom,Ben Wheatley,other fiction,tiff
960,tt2191400,sex drugs taxation,Denmark,Christoffer Boe,other fiction,tiff
961,tt2831542,sexperimental,United States,Kadet,other fiction,frameline
962,tt2861478,sexual tension violetas,Argentina,Marco Berger,other fiction,frameline
963,tt4138452,shadoman,Netherlands,Boris Gerrets,other documentary,idfa
964,tt3256806,shanne and her friends,Denmark,Ulla Se,other documentary,idfa
965,tt2532714,shared origins,United States,Elena Rue,other documentary,frameline
966,tt2273541,she their love story,Thailand,Sarunya Noithai,other fiction,frameline
967,tt2221784,shepard dark,United States,Treva Wurmfeld,other documentary,cannes
968,tt2347144,shield of straw,Japan,Takashi Miike,other fiction,cannes
969,tt2233770,shift,United States,Juan Carlos Zaldivar,animation fiction,frameline
97,tt4838276,a fistful of rupies,Germany,Hannes Gieseler,experimental documentary,clermontferrand
970,tt2636806,shirley visions of reality,Austria,Gustav Deutsch,experimental fiction,berlinale
971,tt0073705,shivers,Canada,David Cronenberg,other fiction,tiff
972,tt0090015,shoah,France,Claude Lanzmann,other documentary,berlinale
973,tt2551456,shopping,New Zealand,Mark Albiston,other fiction,berlinale
974,tt2262091,shopping,Australia,Will Kuether,other fiction,frameline
976,tt2932606,siddharth,Canada,Richie Mehta,other fiction,tiff
977,tt2053463,side effects,United States,Steven Soderbergh,other fiction,berlinale
978,tt2076330,sidewalk,Belgium,Berivan Binevsa,other fiction,clermontferrand
979,tt0105407,siki,Netherlands,Niek Koppen,other documentary,idfa
98,tt2186675,a fold in my blanket,Georgia,Zaza Rusadze,other fiction,berlinale
980,tt2530672,silvi maybe love,Germany,Nico Sommer,other fiction,berlinale
981,tt0105412,simeon,France,Euzhan Palcy,other fiction,cannes
982,tt2916440,simone,Brazil,Juan Zapata,other fiction,frameline
983,tt2419978,sing me the songs that say i love you a concert for kate mcgarrigle,United States,Lian Lunson,other documentary,berlinale
984,tt3123140,singing women,Turkey,Reha Erdem,other fiction,tiff
985,tt0284494,skins,United States,Chris Eyre,other fiction,berlinale
987,tt0062278,sky over holland,Netherlands,John Fernhout,other documentary,idfa
988,tt0187514,sleeping beauties,United States,Jamie Babbit,other fiction,frameline
989,tt2645124,slow food story,Italy,Stefano Sardo,other documentary,berlinale
99,tt2937112,a grand canal,Canada,Johnny Ma,other fiction,tiff
